movie_title,genres,tomatometer_rating,predicted_y,predicted_y_string,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentar,IMAX,Western,Film-Noir,(no genre listed)
Scooby-Doo,"Comedy, Kids & Family",30,-1,Rotten,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossroads,"Action & Adventure, Comedy, Drama",14,-1,Rotten,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The New Guy,Comedy,7,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conspiracy,"Drama, Television",100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Time Machine,Science Fiction & Fantasy,29,-1,Rotten,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Rookie,Drama,84,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfume,"Comedy, Drama",11,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Showtime,Comedy,25,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human Nature,"Comedy, Drama, Romance",49,-1,Rotten,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder by Numbers,"Drama, Mystery & Suspense",31,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Enigma,"Drama, Mystery & Suspense",72,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Joshua,Drama,22,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:14,"Comedy, Drama, Mystery & Suspense",92,0,Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Enough,"Drama, Mystery & Suspense",22,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Insomnia,"Drama, Mystery & Suspense",92,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Shiner,Mystery & Suspense,46,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
They,"Action & Adventure, Drama, Horror, Mystery & Suspense",38,-1,Rotten,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Brother's Keeper,"Drama, Horror, Mystery & Suspense",57,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Trapped,"Action & Adventure, Drama, Mystery & Suspense",17,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Beat,Drama,57,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dogwalker,Comedy,50,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derailed,Action & Adventure,0,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swept Away,"Comedy, Drama, Romance",5,-1,Rotten,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All or Nothing,"Art House & International, Comedy, Documentary, Drama",82,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Femme Fatale,"Drama, Horror, Mystery & Suspense",49,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
The Quiet American,"Drama, Mystery & Suspense, Romance",87,1,Certified Fresh,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Door to Door,"Drama, Television",60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
One Week,Drama,80,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Empire,"Action & Adventure, Drama",21,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Adaptation,"Comedy, Drama",91,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinocchio,"Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",0,-1,Rotten,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nicholas Nickleby,Drama,78,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gathering Storm,"Drama, Television",83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockdown,"Drama, Mystery & Suspense",58,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Hunted,"Action & Adventure, Mystery & Suspense",29,-1,Rotten,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Down (The Shaft),"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",20,-1,Rotten,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Avenging Angelo,"Action & Adventure, Comedy",13,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anger Management,Comedy,42,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devdas,"Art House & International, Drama, Musical & Performing Arts, Romance",89,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lift,"Drama, Mystery & Suspense",50,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Spellbound,"Documentary, Special Interest",97,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carrie,Horror,20,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Double Vision,"Action & Adventure, Art House & International, Horror, Musical & Performing Arts, Mystery & Suspense",60,0,Fresh,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
Unconditional Love,"Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",14,-1,Rotten,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Le Divorce,"Comedy, Drama, Romance",36,-1,Rotten,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grind,"Action & Adventure, Comedy",8,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cabin Fever,"Horror, Mystery & Suspense",62,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Luther,"Drama, Faith & Spirituality",45,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dummy,"Comedy, Drama",71,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suicide Club,"Art House & International, Horror, Mystery & Suspense",57,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Good Boy!,"Comedy, Kids & Family",44,-1,Rotten,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of the Dead,"Action & Adventure, Horror",3,-1,Rotten,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mayor of the Sunset Strip,"Documentary, Musical & Performing Arts",87,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Missing,"Action & Adventure, Drama, Special Interest, Western",58,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
The Big Empty,"Action & Adventure, Comedy, Science Fiction & Fantasy",71,0,Fresh,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Big Fish,"Comedy, Drama",75,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Highwaymen,"Action & Adventure, Drama, Horror, Mystery & Suspense",13,-1,Rotten,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
American Gun,Drama,40,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Company,"Art House & International, Drama, Musical & Performing Arts",72,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Peter Pan,"Kids & Family, Science Fiction & Fantasy",77,1,Certified Fresh,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Torque,Action & Adventure,23,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112 Weddings,"Documentary, Special Interest, Romance",76,0,Fresh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Reckoning,"Documentary, Drama, Mystery & Suspense",39,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
The Girl Next Door,"Comedy, Drama",56,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ned Kelly,"Action & Adventure, Drama, Western",55,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Envy,"Action & Adventure, Comedy",8,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Punisher,"Action & Adventure, Drama",29,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Valentin,"Art House & International, Comedy, Drama",61,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminal,"Comedy, Drama",61,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madeleine,"Classics, Drama",83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King Arthur,"Action & Adventure, Drama",31,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Let's Get Frank,"Documentary, Special Interest",54,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heartlands,"Comedy, Drama",60,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Days in September,"Documentary, Special Interest",100,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kal Ho Naa Ho,"Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",70,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The 24th Day,"Drama, Horror",27,-1,Rotten,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Uncovered: The War on Iraq,"Documentary, Special Interest",78,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Almost Peaceful,"Art House & International, Drama",73,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightning in a Bottle,"Documentary, Musical & Performing Arts, Special Interest",87,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Pride and Prejudice,"Comedy, Romance",66,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey Into Amazing Caves,"Documentary, Musical & Performing Arts, Special Interest",80,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Late Night Shopping,"Comedy, Drama",67,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Cloud,"Action & Adventure, Drama",29,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lana's Rain,Drama,22,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spin,Drama,43,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Everyday People,Drama,67,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty Shop,Comedy,38,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Snake of June (Rokugatsu no hebi),"Art House & International, Drama, Mystery & Suspense",60,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Dead Birds,"Drama, Horror, Mystery & Suspense",50,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Hostage,"Drama, Mystery & Suspense",35,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Are We There Yet?,"Action & Adventure, Comedy, Kids & Family, Romance",12,-1,Rotten,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hide and Seek,Mystery & Suspense,13,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Sacred Planet,"Documentary, Drama, Special Interest",58,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Employee of the Month,Comedy,11,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Private Lives of Elizabeth and Essex,"Classics, Drama, Romance",71,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Square,"Documentary, Drama, Special Interest",53,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cursed,Horror,17,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sky High,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",73,0,Fresh,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Snow Walker,"Action & Adventure, Drama",86,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Devour,Horror,20,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Appurushîdo (Appleseed),"Action & Adventure, Animation, Anime & Manga, Art House & International, Science Fiction & Fantasy",25,-1,Rotten,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sahara,"Action & Adventure, Drama",38,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nightmare Alley,"Classics, Drama",100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arven (The Inheritance),"Art House & International, Drama",75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moog,"Documentary, Musical & Performing Arts",29,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Crash,Drama,74,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antares,"Art House & International, Drama",0,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Honeymooners,"Comedy, Drama, Television",13,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealth,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",12,-1,Rotten,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
The Muppets' Wizard of Oz,"Kids & Family, Musical & Performing Arts",30,-1,Rotten,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No Direction Home: Bob Dylan,"Documentary, Musical & Performing Arts",88,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bad Timing,Mystery & Suspense,50,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Pom Poko (Heisei tanuki gassen pompoko) (The Raccoon War),"Animation, Art House & International, Comedy, Drama, Kids & Family, Science Fiction & Fantasy",85,0,Fresh,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Skeleton Key,"Drama, Horror, Mystery & Suspense, Romance",38,-1,Rotten,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Red Eye,"Action & Adventure, Mystery & Suspense",79,1,Certified Fresh,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Wall (Mur),"Art House & International, Documentary, Special Interest",68,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bomb the System,"Action & Adventure, Drama",32,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hellbent,"Drama, Horror, Mystery & Suspense",48,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Venom,"Horror, Mystery & Suspense",11,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Capote,Drama,90,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Lives,Drama,75,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Festival,"Comedy, Drama, Musical & Performing Arts",80,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Good Night, And Good Luck",Drama,93,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids in America,"Comedy, Documentary",17,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rent,"Comedy, Musical & Performing Arts, Romance",46,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jarhead,Drama,61,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla: Final Wars,"Action & Adventure, Art House & International, Horror, Mystery & Suspense, Science Fiction & Fantasy",50,-1,Rotten,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
The New World,"Action & Adventure, Drama, Romance",63,0,Fresh,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pride and Prejudice,"Comedy, Drama, Romance",86,1,Certified Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ringer,Comedy,40,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land of Plenty,Drama,62,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakfast on Pluto,"Comedy, Drama",57,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery of the Nile,"Documentary, Special Interest",69,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Football Factory,"Action & Adventure, Art House & International, Comedy, Documentary, Drama",38,-1,Rotten,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Curious George,"Animation, Comedy, Kids & Family",70,0,Fresh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Momma's House 2,Comedy,5,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Promise (Master of Crimson Armor) (Wu ji),"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",31,-1,Rotten,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Pariah,"Art House & International, Drama",43,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:55,Drama,100,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoodwinked,"Animation, Comedy, Kids & Family",46,-1,Rotten,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glory Road,"Drama, Sports & Fitness",55,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Date Movie,Comedy,7,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why We Fight,"Documentary, Special Interest",78,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Casanova,"Comedy, Drama, Romance",43,-1,Rotten,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Doogal,"Animation, Kids & Family, Science Fiction & Fantasy",8,-1,Rotten,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Summer Storm (Sommersturm),"Art House & International, Comedy, Drama, Romance, Sports & Fitness",48,-1,Rotten,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam & Steve,"Comedy, Drama",55,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On a Clear Day,"Comedy, Drama",68,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean,"Art House & International, Drama",73,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Panic in Needle Park,"Classics, Drama",85,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
London,Drama,14,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Fish,"Drama, Mystery & Suspense",90,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Evil (Ondskan),"Art House & International, Drama",68,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil and Daniel Johnston,"Documentary, Musical & Performing Arts",88,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
See No Evil,"Horror, Mystery & Suspense",9,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Marie Antoinette,"Documentary, Drama",57,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Goal! The Dream Begins (Goal!: The Impossible Dream),"Drama, Sports & Fitness",42,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark,"Horror, Mystery & Suspense",40,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Sleeping Dogs Lie,"Comedy, Drama",64,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oh in Ohio,Comedy,23,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas in the Clouds,"Comedy, Kids & Family, Romance",69,0,Fresh,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hoax,"Comedy, Drama",86,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
For Your Consideration,Comedy,52,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Zone,"Art House & International, Drama",26,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Still,"Comedy, Drama",36,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Superhero Movie,"Action & Adventure, Comedy",17,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Blue Butterfly,"Action & Adventure, Drama, Kids & Family",44,-1,Rotten,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Straight Into Darkness,"Action & Adventure, Drama",57,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Look Both Ways,"Comedy, Drama",76,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big White,"Comedy, Drama",30,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,Drama,47,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavite,"Art House & International, Horror, Mystery & Suspense",73,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Land of the Blind,Drama,17,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coastlines,Drama,48,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Slight Case of Murder,"Classics, Comedy, Drama",80,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unconscious,"Art House & International, Comedy, Drama, Mystery & Suspense",85,0,Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Home,"Comedy, Documentary, Drama, Special Interest",38,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Breed,Horror,27,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stupidity,"Documentary, Special Interest",67,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Voices of Iraq,"Documentary, Special Interest",60,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Trade,"Drama, Mystery & Suspense",33,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Abominable,Horror,67,0,Fresh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rest Stop,Horror,0,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Doors,"Comedy, Drama",61,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza,Comedy,31,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Woods,"Horror, Mystery & Suspense",67,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
The Magus,"Classics, Drama, Science Fiction & Fantasy",40,-1,Rotten,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Driving Lessons,"Comedy, Drama",48,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballets Russes,"Documentary, Musical & Performing Arts",92,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Angel Rodriguez,"Art House & International, Drama, Television",83,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Karla,"Drama, Mystery & Suspense",0,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Death & Texas,"Comedy, Drama",75,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocaine Angel,"Art House & International, Drama",60,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invisible,"Drama, Mystery & Suspense",20,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
